"","time","runoff"
"17593",1971-03-02,1.11
"17594",1971-03-03,1.19
"17595",1971-03-04,1.11
"17596",1971-03-05,1.19
"17597",1971-03-06,1.11
"17598",1971-03-07,1.19
"17599",1971-03-08,1.19
"17600",1971-03-09,0.92
"17601",1971-03-10,0.92
"17602",1971-03-11,0.92
"17603",1971-03-12,0.92
"17604",1971-03-13,1
"17605",1971-03-14,1.15
"17606",1971-03-15,1.43
"17607",1971-03-16,1.52
"17608",1971-03-17,1.52
"17609",1971-03-18,1.52
"17610",1971-03-19,1.61
"17611",1971-03-20,1.94
"17612",1971-03-21,3.14
"17613",1971-03-22,3.02
"17614",1971-03-23,2.74
"17615",1971-03-24,2.22
"17616",1971-03-25,2.29
"17617",1971-03-26,3.09
"17618",1971-03-27,2.55
"17619",1971-03-28,2.29
"17620",1971-03-29,2.05
"17621",1971-03-30,1.94
"17622",1971-03-31,1.94
"17623",1971-04-01,2.05
"17624",1971-04-02,2.11
"17625",1971-04-03,2.11
"17626",1971-04-04,2.35
"17627",1971-04-05,2.48
"17628",1971-04-06,2.35
"17629",1971-04-07,2.29
"17630",1971-04-08,2.55
"17631",1971-04-09,2.81
"17632",1971-04-10,2.81
"17633",1971-04-11,2.87
"17634",1971-04-12,2.48
"17635",1971-04-13,2.35
"17636",1971-04-14,2.16
"17637",1971-04-15,2.16
"17638",1971-04-16,2.16
"17639",1971-04-17,2.94
"17640",1971-04-18,2.16
"17641",1971-04-19,1.83
"17642",1971-04-20,1.94
"17643",1971-04-21,2
"17644",1971-04-22,2.05
"17645",1971-04-23,2.05
"17646",1971-04-24,2.16
"17647",1971-04-25,1.66
"17648",1971-04-26,1.38
"17649",1971-04-27,1.62
"17650",1971-04-28,2.93
"17651",1971-04-29,1.72
"17652",1971-04-30,1.43
"17653",1971-05-01,1.38
"17654",1971-05-02,1.38
"17655",1971-05-03,1.11
"17656",1971-05-04,0.96
"17657",1971-05-05,0.8
"17658",1971-05-06,0.77
"17659",1971-05-07,0.8
"17660",1971-05-08,0.88
"17661",1971-05-09,0.92
"17662",1971-05-10,1
"17663",1971-05-11,1.28
"17664",1971-05-12,2.28
"17665",1971-05-13,1.28
"17666",1971-05-14,1.38
"17667",1971-05-15,1.33
"17668",1971-05-16,1.33
"17669",1971-05-17,1.19
"17670",1971-05-18,1.15
"17671",1971-05-19,1.11
"17672",1971-05-20,1.15
"17673",1971-05-21,1.11
"17674",1971-05-22,1.03
"17675",1971-05-23,1.19
"17676",1971-05-24,1.19
"17677",1971-05-25,1
"17678",1971-05-26,3.25
"17679",1971-05-27,1.66
"17680",1971-05-28,1.38
"17681",1971-05-29,1.33
"17682",1971-05-30,1.07
"17683",1971-05-31,1.03
"17684",1971-06-01,1.03
"17685",1971-06-02,1
"17686",1971-06-03,1
"17687",1971-06-04,1.07
"17688",1971-06-05,1.5
"17689",1971-06-06,1.52
"17690",1971-06-07,5.19
"17691",1971-06-08,2.55
"17692",1971-06-09,2.11
"17693",1971-06-10,2.94
"17694",1971-06-11,3.82
"17695",1971-06-12,4.79
"17696",1971-06-13,3.39
"17697",1971-06-14,2.42
"17698",1971-06-15,3.92
"17699",1971-06-16,5.3
"17700",1971-06-17,3.61
"17701",1971-06-18,2.74
"17702",1971-06-19,2.87
"17703",1971-06-20,2.68
"17704",1971-06-21,2.11
"17705",1971-06-22,1.94
"17706",1971-06-23,1.72
"17707",1971-06-24,2.15
"17708",1971-06-25,2.35
"17709",1971-06-26,2.05
"17710",1971-06-27,2.61
"17711",1971-06-28,2
"17712",1971-06-29,1.94
"17713",1971-06-30,2.16
"17714",1971-07-01,3.02
"17715",1971-07-02,2.11
"17716",1971-07-03,1.72
"17717",1971-07-04,1.57
"17718",1971-07-05,1.47
"17719",1971-07-06,1.33
"17720",1971-07-07,1.28
"17721",1971-07-08,1.28
"17722",1971-07-09,1.24
"17723",1971-07-10,1.19
"17724",1971-07-11,1.15
"17725",1971-07-12,1.15
"17726",1971-07-13,1.15
"17727",1971-07-14,1.15
"17728",1971-07-15,1.11
"17729",1971-07-16,1.11
"17730",1971-07-17,1.33
"17731",1971-07-18,3.52
"17732",1971-07-19,4.36
"17733",1971-07-20,1.88
"17734",1971-07-21,1.57
"17735",1971-07-22,1.28
"17736",1971-07-23,1.19
"17737",1971-07-24,1.11
"17738",1971-07-25,1
"17739",1971-07-26,0.96
"17740",1971-07-27,0.96
"17741",1971-07-28,1.03
"17742",1971-07-29,0.96
"17743",1971-07-30,0.92
"17744",1971-07-31,0.88
"17745",1971-08-01,0.84
"17746",1971-08-02,0.92
"17747",1971-08-03,1.19
"17748",1971-08-04,4.31
"17749",1971-08-05,1.43
"17750",1971-08-06,1.15
"17751",1971-08-07,1
"17752",1971-08-08,2.72
"17753",1971-08-09,2
"17754",1971-08-10,1.43
"17755",1971-08-11,1.57
"17756",1971-08-12,6.58
"17757",1971-08-13,3.09
"17758",1971-08-14,2.11
"17759",1971-08-15,1.66
"17760",1971-08-16,1.43
"17761",1971-08-17,1.28
"17762",1971-08-18,1.15
"17763",1971-08-19,1.07
"17764",1971-08-20,2.11
"17765",1971-08-21,1.83
"17766",1971-08-22,2.25
"17767",1971-08-23,2.81
"17768",1971-08-24,2.61
"17769",1971-08-25,2
"17770",1971-08-26,2.25
"17771",1971-08-27,5.34
"17772",1971-08-28,3.02
"17773",1971-08-29,2.22
"17774",1971-08-30,1.88
"17775",1971-08-31,1.72
"17776",1971-09-01,1.57
"17777",1971-09-02,1.38
"17778",1971-09-03,1.28
"17779",1971-09-04,1.24
"17780",1971-09-05,1.15
"17781",1971-09-06,1.11
"17782",1971-09-07,1.07
"17783",1971-09-08,1.03
"17784",1971-09-09,1.03
"17785",1971-09-10,1
"17786",1971-09-11,1.11
"17787",1971-09-12,2.49
"17788",1971-09-13,1.38
"17789",1971-09-14,1.07
"17790",1971-09-15,1.07
"17791",1971-09-16,0.96
"17792",1971-09-17,0.88
"17793",1971-09-18,0.96
"17794",1971-09-19,0.88
"17795",1971-09-20,0.8
"17796",1971-09-21,0.84
"17797",1971-09-22,0.8
"17798",1971-09-23,0.8
"17799",1971-09-24,1
"17800",1971-09-25,0.84
"17801",1971-09-26,0.77
"17802",1971-09-27,0.74
"17803",1971-09-28,0.84
"17804",1971-09-29,0.92
"17805",1971-09-30,0.92
"17806",1971-10-01,0.84
"17807",1971-10-02,0.8
"17808",1971-10-03,0.77
"17809",1971-10-04,0.77
"17810",1971-10-05,0.68
"17811",1971-10-06,0.71
"17812",1971-10-07,0.71
"17813",1971-10-08,0.71
"17814",1971-10-09,0.68
"17815",1971-10-10,0.68
"17816",1971-10-11,0.61
"17817",1971-10-12,0.65
"17818",1971-10-13,0.65
"17819",1971-10-14,1.98
"17820",1971-10-15,2.67
"17821",1971-10-16,1.19
"17822",1971-10-17,0.96
"17823",1971-10-18,0.84
"17824",1971-10-19,0.77
"17825",1971-10-20,0.77
"17826",1971-10-21,0.77
"17827",1971-10-22,0.77
"17828",1971-10-23,0.74
"17829",1971-10-24,0.71
"17830",1971-10-25,0.71
"17831",1971-10-26,0.61
"17832",1971-10-27,0.68
"17833",1971-10-28,0.71
"17834",1971-10-29,0.68
"17835",1971-10-30,0.68
"17836",1971-10-31,0.65
"17837",1971-11-01,0.61
"17838",1971-11-02,0.65
"17839",1971-11-03,0.68
"17840",1971-11-04,0.65
"17841",1971-11-05,0.68
"17842",1971-11-06,0.65
"17843",1971-11-07,0.65
"17844",1971-11-08,0.74
"17845",1971-11-09,1.77
"17846",1971-11-10,1.33
"17847",1971-11-11,0.96
"17848",1971-11-12,0.92
"17849",1971-11-13,0.88
"17850",1971-11-14,0.84
"17851",1971-11-15,0.88
"17852",1971-11-16,0.8
"17853",1971-11-17,0.88
"17854",1971-11-18,1.15
"17855",1971-11-19,2.48
"17856",1971-11-20,1.72
"17857",1971-11-21,1.65
"17858",1971-11-22,6.94
"17859",1971-11-23,3.07
"17860",1971-11-24,2.11
"17861",1971-11-25,1.66
"17862",1971-11-26,1.47
"17863",1971-11-27,1.38
"17864",1971-11-28,1.28
"17865",1971-11-29,1.28
"17866",1971-11-30,1.38
"17867",1971-12-01,1.52
"17868",1971-12-02,1.47
"17869",1971-12-03,1.52
"17870",1971-12-04,1.38
"17871",1971-12-05,1.24
"17872",1971-12-06,1.19
"17873",1971-12-07,1.07
"17874",1971-12-08,1.07
"17875",1971-12-09,1.03
"17876",1971-12-10,1.11
"17877",1971-12-11,1.15
"17878",1971-12-12,1.15
"17879",1971-12-13,1.11
"17880",1971-12-14,1.07
"17881",1971-12-15,1.11
"17882",1971-12-16,1.07
"17883",1971-12-17,1.07
"17884",1971-12-18,1
"17885",1971-12-19,0.96
"17886",1971-12-20,1.44
"17887",1971-12-21,2.05
"17888",1971-12-22,1.72
"17889",1971-12-23,1.43
"17890",1971-12-24,1.28
"17891",1971-12-25,1.24
"17892",1971-12-26,1.15
"17893",1971-12-27,1.11
"17894",1971-12-28,1.07
"17895",1971-12-29,1.07
"17896",1971-12-30,1.07
"17897",1971-12-31,1
"17898",1972-01-01,1
"17899",1972-01-02,0.96
"17900",1972-01-03,0.96
"17901",1972-01-04,0.96
"17902",1972-01-05,0.84
"17903",1972-01-06,0.84
"17904",1972-01-07,0.84
"17905",1972-01-08,0.84
"17906",1972-01-09,0.84
"17907",1972-01-10,0.8
"17908",1972-01-11,0.84
"17909",1972-01-12,0.8
"17910",1972-01-13,0.8
"17911",1972-01-14,0.8
"17912",1972-01-15,0.77
"17913",1972-01-16,0.71
"17914",1972-01-17,0.71
"17915",1972-01-18,0.71
"17916",1972-01-19,0.68
"17917",1972-01-20,0.68
"17918",1972-01-21,0.71
"17919",1972-01-22,0.68
"17920",1972-01-23,0.68
"17921",1972-01-24,0.65
"17922",1972-01-25,0.65
"17923",1972-01-26,0.65
"17924",1972-01-27,0.68
"17925",1972-01-28,0.71
"17926",1972-01-29,0.65
"17927",1972-01-30,0.65
"17928",1972-01-31,0.58
"17929",1972-02-01,0.52
"17930",1972-02-02,0.55
"17931",1972-02-03,0.55
"17932",1972-02-04,0.65
"17933",1972-02-05,0.68
"17934",1972-02-06,0.68
"17935",1972-02-07,0.68
"17936",1972-02-08,1.03
"17937",1972-02-09,1.03
"17938",1972-02-10,1.47
"17939",1972-02-11,1.38
"17940",1972-02-12,1.94
"17941",1972-02-13,1.52
"17942",1972-02-14,1.33
"17943",1972-02-15,1.28
"17944",1972-02-16,1.19
"17945",1972-02-17,1.15
"17946",1972-02-18,1.28
"17947",1972-02-19,1.19
"17948",1972-02-20,1.19
"17949",1972-02-21,1.11
"17950",1972-02-22,1.11
"17951",1972-02-23,1.07
"17952",1972-02-24,1.03
"17953",1972-02-25,1.15
"17954",1972-02-26,1.07
"17955",1972-02-27,1.07
"17956",1972-02-28,1
"17957",1972-02-29,1.07
"17958",1972-03-01,1.07
"17959",1972-03-02,1.07
"17960",1972-03-03,1.07
"17961",1972-03-04,1.03
"17962",1972-03-05,1.03
"17963",1972-03-06,0.96
"17964",1972-03-07,1.47
"17965",1972-03-08,1.43
"17966",1972-03-09,1.33
"17967",1972-03-10,1.38
"17968",1972-03-11,1.43
"17969",1972-03-12,1.33
"17970",1972-03-13,1.19
"17971",1972-03-14,1.24
"17972",1972-03-15,1.28
"17973",1972-03-16,1.33
"17974",1972-03-17,1.38
"17975",1972-03-18,1.33
"17976",1972-03-19,1.33
"17977",1972-03-20,1.24
"17978",1972-03-21,1.28
"17979",1972-03-22,1.24
"17980",1972-03-23,1.28
"17981",1972-03-24,1.28
"17982",1972-03-25,1.28
"17983",1972-03-26,1.33
"17984",1972-03-27,1.52
"17985",1972-03-28,1.33
"17986",1972-03-29,1.38
"17987",1972-03-30,1.24
"17988",1972-03-31,1.19
"17989",1972-04-01,1.28
"17990",1972-04-02,2.93
"17991",1972-04-03,2.16
"17992",1972-04-04,2.11
"17993",1972-04-05,4.79
"17994",1972-04-06,2.22
"17995",1972-04-07,2.11
"17996",1972-04-08,7.01
"17997",1972-04-09,3.61
"17998",1972-04-10,2.48
"17999",1972-04-11,2.22
"18000",1972-04-12,2.11
"18001",1972-04-13,2.05
"18002",1972-04-14,1.88
"18003",1972-04-15,2.4
"18004",1972-04-16,2.87
"18005",1972-04-17,2.29
"18006",1972-04-18,2
"18007",1972-04-19,1.94
"18008",1972-04-20,2.05
"18009",1972-04-21,1.94
"18010",1972-04-22,2.05
"18011",1972-04-23,1.94
"18012",1972-04-24,2.05
"18013",1972-04-25,2.29
"18014",1972-04-26,1.66
"18015",1972-04-27,1.61
"18016",1972-04-28,2
"18017",1972-04-29,2.05
"18018",1972-04-30,2.35
"18019",1972-05-01,2.16
"18020",1972-05-02,2.05
"18021",1972-05-03,2
"18022",1972-05-04,2.68
"18023",1972-05-05,2.87
"18024",1972-05-06,2.16
"18025",1972-05-07,2.25
"18026",1972-05-08,4.73
"18027",1972-05-09,4.07
"18028",1972-05-10,3.86
"18029",1972-05-11,3.54
"18030",1972-05-12,3.17
"18031",1972-05-13,2.81
"18032",1972-05-14,2.48
"18033",1972-05-15,2.42
"18034",1972-05-16,2.48
"18035",1972-05-17,2.42
"18036",1972-05-18,2.11
"18037",1972-05-19,1.94
"18038",1972-05-20,2
"18039",1972-05-21,2.35
"18040",1972-05-22,2.16
"18041",1972-05-23,2.22
"18042",1972-05-24,2.16
"18043",1972-05-25,2.16
"18044",1972-05-26,2.35
"18045",1972-05-27,2.74
"18046",1972-05-28,3.02
"18047",1972-05-29,2.16
"18048",1972-05-30,2.87
"18049",1972-05-31,2.42
"18050",1972-06-01,2
"18051",1972-06-02,2.87
"18052",1972-06-03,2.35
"18053",1972-06-04,2.05
"18054",1972-06-05,2
"18055",1972-06-06,2.22
"18056",1972-06-07,2.16
"18057",1972-06-08,3.91
"18058",1972-06-09,2.29
"18059",1972-06-10,1.94
"18060",1972-06-11,2.48
"18061",1972-06-12,9.91
"18062",1972-06-13,5.14
"18063",1972-06-14,3.61
"18064",1972-06-15,4.47
"18065",1972-06-16,8.83
"18066",1972-06-17,7.56
"18067",1972-06-18,4.6
"18068",1972-06-19,3.61
"18069",1972-06-20,3.24
"18070",1972-06-21,2.68
"18071",1972-06-22,2.35
"18072",1972-06-23,2.05
"18073",1972-06-24,1.88
"18074",1972-06-25,1.77
"18075",1972-06-26,1.66
"18076",1972-06-27,1.57
"18077",1972-06-28,1.57
"18078",1972-06-29,1.77
"18079",1972-06-30,4.09
"18080",1972-07-01,2.11
"18081",1972-07-02,2
"18082",1972-07-03,1.83
"18083",1972-07-04,1.83
"18084",1972-07-05,2.53
"18085",1972-07-06,2.55
"18086",1972-07-07,2
"18087",1972-07-08,1.77
"18088",1972-07-09,1.61
"18089",1972-07-10,3.66
"18090",1972-07-11,3.09
"18091",1972-07-12,2.55
"18092",1972-07-13,2.05
"18093",1972-07-14,1.83
"18094",1972-07-15,1.66
"18095",1972-07-16,1.57
"18096",1972-07-17,1.47
"18097",1972-07-18,2.24
"18098",1972-07-19,1.52
"18099",1972-07-20,2.75
"18100",1972-07-21,1.88
"18101",1972-07-22,2.29
"18102",1972-07-23,1.72
"18103",1972-07-24,3.12
"18104",1972-07-25,5.22
"18105",1972-07-26,3.02
"18106",1972-07-27,2.22
"18107",1972-07-28,2.16
"18108",1972-07-29,2.35
"18109",1972-07-30,1.77
"18110",1972-07-31,1.66
"18111",1972-08-01,1.61
"18112",1972-08-02,1.57
"18113",1972-08-03,1.84
"18114",1972-08-04,2.05
"18115",1972-08-05,1.61
"18116",1972-08-06,1.38
"18117",1972-08-07,1.19
"18118",1972-08-08,1.19
"18119",1972-08-09,1.11
"18120",1972-08-10,1.11
"18121",1972-08-11,1.07
"18122",1972-08-12,1.28
"18123",1972-08-13,1.33
"18124",1972-08-14,1.33
"18125",1972-08-15,1.24
"18126",1972-08-16,1.33
"18127",1972-08-17,3.28
"18128",1972-08-18,2.64
"18129",1972-08-19,3.02
"18130",1972-08-20,2.94
"18131",1972-08-21,2.11
"18132",1972-08-22,1.72
"18133",1972-08-23,1.47
"18134",1972-08-24,1.19
"18135",1972-08-25,1.19
"18136",1972-08-26,1.11
"18137",1972-08-27,1.5
"18138",1972-08-28,1.72
"18139",1972-08-29,1.47
"18140",1972-08-30,1.19
"18141",1972-08-31,1.11
"18142",1972-09-01,1.03
"18143",1972-09-02,1
"18144",1972-09-03,0.96
"18145",1972-09-04,0.88
"18146",1972-09-05,0.8
"18147",1972-09-06,0.84
"18148",1972-09-07,0.84
"18149",1972-09-08,1.03
"18150",1972-09-09,0.96
"18151",1972-09-10,1.41
"18152",1972-09-11,1.7
"18153",1972-09-12,1.03
"18154",1972-09-13,0.96
"18155",1972-09-14,0.88
"18156",1972-09-15,0.88
"18157",1972-09-16,1.24
"18158",1972-09-17,1.11
"18159",1972-09-18,1.11
"18160",1972-09-19,1.33
"18161",1972-09-20,1.07
"18162",1972-09-21,1
"18163",1972-09-22,0.96
"18164",1972-09-23,0.84
"18165",1972-09-24,0.8
"18166",1972-09-25,0.8
"18167",1972-09-26,0.71
"18168",1972-09-27,0.77
"18169",1972-09-28,0.74
"18170",1972-09-29,0.77
"18171",1972-09-30,0.71
"18172",1972-10-01,0.74
"18173",1972-10-02,0.65
"18174",1972-10-03,0.68
"18175",1972-10-04,0.68
"18176",1972-10-05,0.65
"18177",1972-10-06,0.71
"18178",1972-10-07,0.65
"18179",1972-10-08,0.65
"18180",1972-10-09,0.58
"18181",1972-10-10,0.61
"18182",1972-10-11,0.61
"18183",1972-10-12,0.61
"18184",1972-10-13,0.65
"18185",1972-10-14,0.61
"18186",1972-10-15,0.61
"18187",1972-10-16,0.49
"18188",1972-10-17,0.55
"18189",1972-10-18,0.55
"18190",1972-10-19,0.52
"18191",1972-10-20,0.58
"18192",1972-10-21,0.65
"18193",1972-10-22,0.77
"18194",1972-10-23,1.28
"18195",1972-10-24,1
"18196",1972-10-25,0.74
"18197",1972-10-26,0.71
"18198",1972-10-27,1
"18199",1972-10-28,2.46
"18200",1972-10-29,1.66
"18201",1972-10-30,1.07
"18202",1972-10-31,0.92
"18203",1972-11-01,0.92
"18204",1972-11-02,0.84
"18205",1972-11-03,0.84
"18206",1972-11-04,0.77
"18207",1972-11-05,0.8
"18208",1972-11-06,0.71
"18209",1972-11-07,0.71
"18210",1972-11-08,0.74
"18211",1972-11-09,0.77
"18212",1972-11-10,0.84
"18213",1972-11-11,1.33
"18214",1972-11-12,1.28
"18215",1972-11-13,1.94
"18216",1972-11-14,4.02
"18217",1972-11-15,9.22
"18218",1972-11-16,5.14
"18219",1972-11-17,11.2
"18220",1972-11-18,11.8
"18221",1972-11-19,6.86
"18222",1972-11-20,7.86
"18223",1972-11-21,7.33
"18224",1972-11-22,15.2
"18225",1972-11-23,25.8
"18226",1972-11-24,11.6
"18227",1972-11-25,7.63
"18228",1972-11-26,5.66
"18229",1972-11-27,4.43
"18230",1972-11-28,3.86
"18231",1972-11-29,3.39
"18232",1972-11-30,3.09
"18233",1972-12-01,2.81
"18234",1972-12-02,2.61
"18235",1972-12-03,2.42
"18236",1972-12-04,2.35
"18237",1972-12-05,2.55
"18238",1972-12-06,2.29
"18239",1972-12-07,2.05
"18240",1972-12-08,2.68
"18241",1972-12-09,3.77
"18242",1972-12-10,3.17
"18243",1972-12-11,2.61
"18244",1972-12-12,2.29
"18245",1972-12-13,2.11
"18246",1972-12-14,1.94
"18247",1972-12-15,1.83
"18248",1972-12-16,1.72
"18249",1972-12-17,1.66
"18250",1972-12-18,1.57
"18251",1972-12-19,1.52
"18252",1972-12-20,1.43
"18253",1972-12-21,1.43
"18254",1972-12-22,1.38
"18255",1972-12-23,1.28
"18256",1972-12-24,1.24
"18257",1972-12-25,1.19
"18258",1972-12-26,1.19
"18259",1972-12-27,1.15
"18260",1972-12-28,1.15
"18261",1972-12-29,1.15
"18262",1972-12-30,1.07
"18263",1972-12-31,1.07
"18264",1973-01-01,1.07
"18265",1973-01-02,1.03
"18266",1973-01-03,1.03
"18267",1973-01-04,1.03
"18268",1973-01-05,1.03
"18269",1973-01-06,1.03
"18270",1973-01-07,1
"18271",1973-01-08,0.96
"18272",1973-01-09,0.96
"18273",1973-01-10,1
"18274",1973-01-11,0.96
"18275",1973-01-12,0.92
"18276",1973-01-13,0.88
"18277",1973-01-14,0.92
"18278",1973-01-15,0.88
"18279",1973-01-16,0.92
"18280",1973-01-17,0.88
"18281",1973-01-18,0.92
"18282",1973-01-19,0.96
"18283",1973-01-20,0.88
"18284",1973-01-21,0.84
"18285",1973-01-22,0.84
"18286",1973-01-23,0.8
"18287",1973-01-24,0.8
"18288",1973-01-25,0.77
"18289",1973-01-26,0.77
"18290",1973-01-27,0.88
"18291",1973-01-28,1
"18292",1973-01-29,0.92
"18293",1973-01-30,0.88
"18294",1973-01-31,1.03
"18295",1973-02-01,1.07
"18296",1973-02-02,0.96
"18297",1973-02-03,0.92
"18298",1973-02-04,0.92
"18299",1973-02-05,0.96
"18300",1973-02-06,0.92
"18301",1973-02-07,0.92
"18302",1973-02-08,0.92
"18303",1973-02-09,0.92
"18304",1973-02-10,1.28
"18305",1973-02-11,1.19
"18306",1973-02-12,1.03
"18307",1973-02-13,1.96
"18308",1973-02-14,1.72
"18309",1973-02-15,1.33
"18310",1973-02-16,1.24
"18311",1973-02-17,1.15
"18312",1973-02-18,1.07
"18313",1973-02-19,1.03
"18314",1973-02-20,1
"18315",1973-02-21,0.96
"18316",1973-02-22,1.07
"18317",1973-02-23,1.24
"18318",1973-02-24,1.38
"18319",1973-02-25,1.19
"18320",1973-02-26,1.11
"18321",1973-02-27,1.03
"18322",1973-02-28,0.96
"18323",1973-03-01,1
"18324",1973-03-02,1.03
"18325",1973-03-03,1
"18326",1973-03-04,1.11
"18327",1973-03-05,1.15
"18328",1973-03-06,1.24
"18329",1973-03-07,1.88
"18330",1973-03-08,1.72
"18331",1973-03-09,1.52
"18332",1973-03-10,1.38
"18333",1973-03-11,1.28
"18334",1973-03-12,1.24
"18335",1973-03-13,1.24
"18336",1973-03-14,1.15
"18337",1973-03-15,1.11
"18338",1973-03-16,1.07
"18339",1973-03-17,1.03
"18340",1973-03-18,1.07
"18341",1973-03-19,1.19
"18342",1973-03-20,1.33
"18343",1973-03-21,1.57
"18344",1973-03-22,1.94
"18345",1973-03-23,2.42
"18346",1973-03-24,2.74
"18347",1973-03-25,2.87
"18348",1973-03-26,3.02
"18349",1973-03-27,2.68
"18350",1973-03-28,2.74
"18351",1973-03-29,2.61
"18352",1973-03-30,2.11
"18353",1973-03-31,1.88
"18354",1973-04-01,1.77
"18355",1973-04-02,1.94
"18356",1973-04-03,2.16
"18357",1973-04-04,1.66
"18358",1973-04-05,1.57
"18359",1973-04-06,1.57
"18360",1973-04-07,1.83
"18361",1973-04-08,1.61
"18362",1973-04-09,1.57
"18363",1973-04-10,1.61
"18364",1973-04-11,1.72
"18365",1973-04-12,2
"18366",1973-04-13,2.22
"18367",1973-04-14,2.55
"18368",1973-04-15,2.48
"18369",1973-04-16,2.61
"18370",1973-04-17,2.48
"18371",1973-04-18,2.61
"18372",1973-04-19,2.87
"18373",1973-04-20,2.81
"18374",1973-04-21,2.81
"18375",1973-04-22,2.61
"18376",1973-04-23,2.48
"18377",1973-04-24,2.48
"18378",1973-04-25,2.74
"18379",1973-04-26,2.42
"18380",1973-04-27,2.48
"18381",1973-04-28,3.24
"18382",1973-04-29,4.1
"18383",1973-04-30,4.02
"18384",1973-05-01,4.5
"18385",1973-05-02,5.57
"18386",1973-05-03,6.76
"18387",1973-05-04,5.75
"18388",1973-05-05,5.48
"18389",1973-05-06,4.95
"18390",1973-05-07,3.86
"18391",1973-05-08,3.54
"18392",1973-05-09,3.09
"18393",1973-05-10,2.68
"18394",1973-05-11,3.77
"18395",1973-05-12,3.17
"18396",1973-05-13,2.68
"18397",1973-05-14,2.68
"18398",1973-05-15,2.81
"18399",1973-05-16,2.68
"18400",1973-05-17,2.35
"18401",1973-05-18,2.42
"18402",1973-05-19,2.29
"18403",1973-05-20,2.16
"18404",1973-05-21,2.11
"18405",1973-05-22,2.05
"18406",1973-05-23,2.11
"18407",1973-05-24,2.05
"18408",1973-05-25,1.83
"18409",1973-05-26,1.66
"18410",1973-05-27,1.66
"18411",1973-05-28,1.83
"18412",1973-05-29,2.05
"18413",1973-05-30,1.77
"18414",1973-05-31,1.61
"18415",1973-06-01,1.83
"18416",1973-06-02,1.66
"18417",1973-06-03,1.43
"18418",1973-06-04,1.33
"18419",1973-06-05,1.43
"18420",1973-06-06,1.43
"18421",1973-06-07,1.33
"18422",1973-06-08,2.28
"18423",1973-06-09,1.61
"18424",1973-06-10,1.38
"18425",1973-06-11,1.33
"18426",1973-06-12,1.43
"18427",1973-06-13,2.14
"18428",1973-06-14,1.57
"18429",1973-06-15,1.43
"18430",1973-06-16,1.38
"18431",1973-06-17,1.33
"18432",1973-06-18,1.33
"18433",1973-06-19,1.24
"18434",1973-06-20,2.43
"18435",1973-06-21,3.38
"18436",1973-06-22,2.1
"18437",1973-06-23,22.8
"18438",1973-06-24,25
"18439",1973-06-25,12.2
"18440",1973-06-26,7.72
"18441",1973-06-27,5.48
"18442",1973-06-28,4.35
"18443",1973-06-29,4.02
"18444",1973-06-30,3.39
"18445",1973-07-01,3.02
"18446",1973-07-02,2.68
"18447",1973-07-03,2.42
"18448",1973-07-04,2.29
"18449",1973-07-05,2.16
"18450",1973-07-06,2.22
"18451",1973-07-07,2.74
"18452",1973-07-08,3.48
"18453",1973-07-09,5.04
"18454",1973-07-10,3.31
"18455",1973-07-11,2.48
"18456",1973-07-12,2.16
"18457",1973-07-13,1.94
"18458",1973-07-14,1.94
"18459",1973-07-15,2.16
"18460",1973-07-16,2.22
"18461",1973-07-17,5.16
"18462",1973-07-18,3.17
"18463",1973-07-19,2.42
"18464",1973-07-20,2
"18465",1973-07-21,2.99
"18466",1973-07-22,6.19
"18467",1973-07-23,4.52
"18468",1973-07-24,6.3
"18469",1973-07-25,9.17
"18470",1973-07-26,15.3
"18471",1973-07-27,8.35
"18472",1973-07-28,5.75
"18473",1973-07-29,4.43
"18474",1973-07-30,3.69
"18475",1973-07-31,3.24
"18476",1973-08-01,3.31
"18477",1973-08-02,3.69
"18478",1973-08-03,4.1
"18479",1973-08-04,3.77
"18480",1973-08-05,2.94
"18481",1973-08-06,2.61
"18482",1973-08-07,2.48
"18483",1973-08-08,2.42
"18484",1973-08-09,2.11
"18485",1973-08-10,2
"18486",1973-08-11,2
"18487",1973-08-12,1.88
"18488",1973-08-13,1.77
"18489",1973-08-14,1.72
"18490",1973-08-15,1.66
"18491",1973-08-16,1.61
"18492",1973-08-17,1.57
"18493",1973-08-18,1.52
"18494",1973-08-19,1.47
"18495",1973-08-20,1.47
"18496",1973-08-21,1.43
"18497",1973-08-22,1.33
"18498",1973-08-23,1.33
"18499",1973-08-24,1.33
"18500",1973-08-25,1.33
"18501",1973-08-26,1.33
"18502",1973-08-27,1.33
"18503",1973-08-28,1.28
"18504",1973-08-29,1.28
"18505",1973-08-30,1.33
"18506",1973-08-31,2.48
"18507",1973-09-01,1.52
"18508",1973-09-02,1.19
"18509",1973-09-03,1.15
"18510",1973-09-04,1.07
"18511",1973-09-05,0.96
"18512",1973-09-06,0.92
"18513",1973-09-07,0.88
"18514",1973-09-08,0.88
"18515",1973-09-09,0.92
"18516",1973-09-10,1.66
"18517",1973-09-11,1.33
"18518",1973-09-12,1.11
"18519",1973-09-13,1.03
"18520",1973-09-14,1
"18521",1973-09-15,1.03
"18522",1973-09-16,1.28
"18523",1973-09-17,1.11
"18524",1973-09-18,1.07
"18525",1973-09-19,1.15
"18526",1973-09-20,1.07
"18527",1973-09-21,1.38
"18528",1973-09-22,1.24
"18529",1973-09-23,1.15
"18530",1973-09-24,1.57
