"","time","runoff"
"9567",1949-03-11,3.62
"9568",1949-03-12,5.15
"9569",1949-03-13,5.6
"9570",1949-03-14,4.24
"9571",1949-03-15,7.53
"9572",1949-03-16,4.72
"9573",1949-03-17,3.46
"9574",1949-03-18,2.87
"9575",1949-03-19,2.87
"9576",1949-03-20,2.47
"9577",1949-03-21,2.28
"9578",1949-03-22,2.16
"9579",1949-03-23,2.05
"9580",1949-03-24,2.05
"9581",1949-03-25,2.1
"9582",1949-03-26,2.05
"9583",1949-03-27,2
"9584",1949-03-28,1.48
"9585",1949-03-29,2
"9586",1949-03-30,2
"9587",1949-03-31,2
"9588",1949-04-01,2
"9589",1949-04-02,1.89
"9590",1949-04-03,2.22
"9591",1949-04-04,2.47
"9592",1949-04-05,3.92
"9593",1949-04-06,4.16
"9594",1949-04-07,7.61
"9595",1949-04-08,4.48
"9596",1949-04-09,3.46
"9597",1949-04-10,3.09
"9598",1949-04-11,2.54
"9599",1949-04-12,2.6
"9600",1949-04-13,3.31
"9601",1949-04-14,3.02
"9602",1949-04-15,2.8
"9603",1949-04-16,2.8
"9604",1949-04-17,2.73
"9605",1949-04-18,2.6
"9606",1949-04-19,2.28
"9607",1949-04-20,2.34
"9608",1949-04-21,2.28
"9609",1949-04-22,2.54
"9610",1949-04-23,2.22
"9611",1949-04-24,2.05
"9612",1949-04-25,2.05
"9613",1949-04-26,2.6
"9614",1949-04-27,2.66
"9615",1949-04-28,2.87
"9616",1949-04-29,3.54
"9617",1949-04-30,8.04
"9618",1949-05-01,4.72
"9619",1949-05-02,3.62
"9620",1949-05-03,3.62
"9621",1949-05-04,3.38
"9622",1949-05-05,3.16
"9623",1949-05-06,4.24
"9624",1949-05-07,3.69
"9625",1949-05-08,2.66
"9626",1949-05-09,2.28
"9627",1949-05-10,2.22
"9628",1949-05-11,2
"9629",1949-05-12,2
"9630",1949-05-13,2.47
"9631",1949-05-14,2.16
"9632",1949-05-15,2.66
"9633",1949-05-16,2.47
"9634",1949-05-17,2.73
"9635",1949-05-18,5.33
"9636",1949-05-19,4.4
"9637",1949-05-20,4.97
"9638",1949-05-21,4.32
"9639",1949-05-22,3.54
"9640",1949-05-23,3.16
"9641",1949-05-24,3.46
"9642",1949-05-25,3.31
"9643",1949-05-26,2.94
"9644",1949-05-27,3.46
"9645",1949-05-28,2.6
"9646",1949-05-29,2.4
"9647",1949-05-30,2.34
"9648",1949-05-31,3.31
"9649",1949-06-01,3.46
"9650",1949-06-02,4.8
"9651",1949-06-03,5.33
"9652",1949-06-04,4.32
"9653",1949-06-05,3.62
"9654",1949-06-06,3.02
"9655",1949-06-07,2.73
"9656",1949-06-08,4
"9657",1949-06-09,5.96
"9658",1949-06-10,4.84
"9659",1949-06-11,7.67
"9660",1949-06-12,4.89
"9661",1949-06-13,3.69
"9662",1949-06-14,3.16
"9663",1949-06-15,2.87
"9664",1949-06-16,2.8
"9665",1949-06-17,2.47
"9666",1949-06-18,2.34
"9667",1949-06-19,2.22
"9668",1949-06-20,2.1
"9669",1949-06-21,2.05
"9670",1949-06-22,2
"9671",1949-06-23,1.94
"9672",1949-06-24,1.89
"9673",1949-06-25,1.94
"9674",1949-06-26,1.78
"9675",1949-06-27,1.68
"9676",1949-06-28,1.68
"9677",1949-06-29,1.48
"9678",1949-06-30,1.48
"9679",1949-07-01,1.38
"9680",1949-07-02,1.48
"9681",1949-07-03,1.48
"9682",1949-07-04,1.38
"9683",1949-07-05,1.25
"9684",1949-07-06,1.13
"9685",1949-07-07,1.17
"9686",1949-07-08,1.13
"9687",1949-07-09,1.29
"9688",1949-07-10,1.25
"9689",1949-07-11,1.08
"9690",1949-07-12,0.88
"9691",1949-07-13,0.81
"9692",1949-07-14,0.81
"9693",1949-07-15,0.81
"9694",1949-07-16,0.84
"9695",1949-07-17,0.96
"9696",1949-07-18,0.88
"9697",1949-07-19,1.17
"9698",1949-07-20,1.13
"9699",1949-07-21,0.96
"9700",1949-07-22,0.81
"9701",1949-07-23,0.81
"9702",1949-07-24,0.84
"9703",1949-07-25,0.74
"9704",1949-07-26,0.7
"9705",1949-07-27,0.64
"9706",1949-07-28,0.61
"9707",1949-07-29,0.46
"9708",1949-07-30,0.4
"9709",1949-07-31,0.52
"9710",1949-08-01,0.43
"9711",1949-08-02,0.34
"9712",1949-08-03,0.52
"9713",1949-08-04,0.37
"9714",1949-08-05,0.34
"9715",1949-08-06,0.52
"9716",1949-08-07,0.55
"9717",1949-08-08,0.52
"9718",1949-08-09,0.37
"9719",1949-08-10,0.43
"9720",1949-08-11,0.55
"9721",1949-08-12,0.58
"9722",1949-08-13,0.58
"9723",1949-08-14,0.55
"9724",1949-08-15,0.43
"9725",1949-08-16,0.37
"9726",1949-08-17,0.24
"9727",1949-08-18,0.32
"9728",1949-08-19,0.28
"9729",1949-08-20,0.32
"9730",1949-08-21,0.28
"9731",1949-08-22,0.34
"9732",1949-08-23,0.2
"9733",1949-08-24,0.24
"9734",1949-08-25,0.52
"9735",1949-08-26,0.43
"9736",1949-08-27,0.52
"9737",1949-08-28,0.61
"9738",1949-08-29,0.81
"9739",1949-08-30,1.13
"9740",1949-08-31,0.61
"9741",1949-09-01,0.55
"9742",1949-09-02,0.61
"9743",1949-09-03,0.55
"9744",1949-09-04,0.61
"9745",1949-09-05,0.64
"9746",1949-09-06,0.52
"9747",1949-09-07,0.43
"9748",1949-09-08,0.43
"9749",1949-09-09,0.34
"9750",1949-09-10,0.32
"9751",1949-09-11,0.43
"9752",1949-09-12,0.37
"9753",1949-09-13,0.43
"9754",1949-09-14,0.37
"9755",1949-09-15,0.7
"9756",1949-09-16,0.58
"9757",1949-09-17,0.61
"9758",1949-09-18,0.58
"9759",1949-09-19,1.48
"9760",1949-09-20,1.04
"9761",1949-09-21,0.92
"9762",1949-09-22,0.74
"9763",1949-09-23,0.7
"9764",1949-09-24,0.61
"9765",1949-09-25,0.64
"9766",1949-09-26,1.97
"9767",1949-09-27,0.74
"9768",1949-09-28,0.64
"9769",1949-09-29,0.49
"9770",1949-09-30,0.61
"9771",1949-10-01,0.43
"9772",1949-10-02,0.52
"9773",1949-10-03,0.52
"9774",1949-10-04,0.46
"9775",1949-10-05,0.4
"9776",1949-10-06,0.43
"9777",1949-10-07,0.43
"9778",1949-10-08,0.61
"9779",1949-10-09,0.84
"9780",1949-10-10,0.49
"9781",1949-10-11,0.49
"9782",1949-10-12,0.28
"9783",1949-10-13,0.24
"9784",1949-10-14,0.43
"9785",1949-10-15,0.37
"9786",1949-10-16,0.43
"9787",1949-10-17,0.43
"9788",1949-10-18,0.43
"9789",1949-10-19,0.37
"9790",1949-10-20,0.4
"9791",1949-10-21,0.4
"9792",1949-10-22,0.4
"9793",1949-10-23,0.4
"9794",1949-10-24,0.4
"9795",1949-10-25,0.32
"9796",1949-10-26,0.3
"9797",1949-10-27,0.3
"9798",1949-10-28,0.4
"9799",1949-10-29,0.4
"9800",1949-10-30,0.4
"9801",1949-10-31,0.49
"9802",1949-11-01,0.37
"9803",1949-11-02,0.43
"9804",1949-11-03,0.4
"9805",1949-11-04,0.37
"9806",1949-11-05,0.37
"9807",1949-11-06,0.46
"9808",1949-11-07,0.46
"9809",1949-11-08,0.55
"9810",1949-11-09,0.46
"9811",1949-11-10,1.89
"9812",1949-11-11,1.58
"9813",1949-11-12,2.66
"9814",1949-11-13,1.83
"9815",1949-11-14,1.43
"9816",1949-11-15,1.13
"9817",1949-11-16,0.84
"9818",1949-11-17,1
"9819",1949-11-18,0.84
"9820",1949-11-19,0.61
"9821",1949-11-20,0.84
"9822",1949-11-21,1.13
"9823",1949-11-22,0.74
"9824",1949-11-23,0.74
"9825",1949-11-24,0.67
"9826",1949-11-25,0.61
"9827",1949-11-26,0.64
"9828",1949-11-27,0.81
"9829",1949-11-28,0.78
"9830",1949-11-29,0.61
"9831",1949-11-30,0.49
"9832",1949-12-01,0.52
"9833",1949-12-02,1.48
"9834",1949-12-03,1.78
"9835",1949-12-04,1.58
"9836",1949-12-05,1.43
"9837",1949-12-06,1.34
"9838",1949-12-07,1.43
"9839",1949-12-08,1.08
"9840",1949-12-09,1.83
"9841",1949-12-10,1.63
"9842",1949-12-11,1.21
"9843",1949-12-12,1
"9844",1949-12-13,0.81
"9845",1949-12-14,0.88
"9846",1949-12-15,0.96
"9847",1949-12-16,0.88
"9848",1949-12-17,3.51
"9849",1949-12-18,6.81
"9850",1949-12-19,2.87
"9851",1949-12-20,2.6
"9852",1949-12-21,1.94
"9853",1949-12-22,1.78
"9854",1949-12-23,1.63
"9855",1949-12-24,1.38
"9856",1949-12-25,1.13
"9857",1949-12-26,1.13
"9858",1949-12-27,1
"9859",1949-12-28,0.96
"9860",1949-12-29,0.96
"9861",1949-12-30,0.88
"9862",1949-12-31,0.84
"9863",1950-01-01,0.74
"9864",1950-01-02,0.88
"9865",1950-01-03,1.34
"9866",1950-01-04,2.16
"9867",1950-01-05,4.56
"9868",1950-01-06,2.16
"9869",1950-01-07,1.78
"9870",1950-01-08,1.38
"9871",1950-01-09,1.21
"9872",1950-01-10,1.17
"9873",1950-01-11,1.04
"9874",1950-01-12,1
"9875",1950-01-13,1.04
"9876",1950-01-14,0.92
"9877",1950-01-15,0.88
"9878",1950-01-16,1
"9879",1950-01-17,1.13
"9880",1950-01-18,1.04
"9881",1950-01-19,0.92
"9882",1950-01-20,0.88
"9883",1950-01-21,0.74
"9884",1950-01-22,0.78
"9885",1950-01-23,0.81
"9886",1950-01-24,0.74
"9887",1950-01-25,0.78
"9888",1950-01-26,0.7
"9889",1950-01-27,0.7
"9890",1950-01-28,0.74
"9891",1950-01-29,0.74
"9892",1950-01-30,0.64
"9893",1950-01-31,0.78
"9894",1950-02-01,0.74
"9895",1950-02-02,0.67
"9896",1950-02-03,0.64
"9897",1950-02-04,0.67
"9898",1950-02-05,0.78
"9899",1950-02-06,1
"9900",1950-02-07,1.89
"9901",1950-02-08,1.68
"9902",1950-02-09,2.34
"9903",1950-02-10,11.7
"9904",1950-02-11,9.89
"9905",1950-02-12,7.54
"9906",1950-02-13,4.19
"9907",1950-02-14,3.1
"9908",1950-02-15,2.46
"9909",1950-02-16,2.1
"9910",1950-02-17,1.93
"9911",1950-02-18,1.88
"9912",1950-02-19,1.83
"9913",1950-02-20,1.83
"9914",1950-02-21,2.1
"9915",1950-02-22,1.88
"9916",1950-02-23,1.56
"9917",1950-02-24,1.38
"9918",1950-02-25,1.43
"9919",1950-02-26,1.43
"9920",1950-02-27,1.38
"9921",1950-02-28,1.28
"9922",1950-03-01,1.19
"9923",1950-03-02,1.14
"9924",1950-03-03,1.14
"9925",1950-03-04,1.19
"9926",1950-03-05,1.07
"9927",1950-03-06,1.1
"9928",1950-03-07,1.14
"9929",1950-03-08,1.19
"9930",1950-03-09,1.38
"9931",1950-03-10,1.38
"9932",1950-03-11,1.14
"9933",1950-03-12,1.1
"9934",1950-03-13,1.07
"9935",1950-03-14,1
"9936",1950-03-15,0.92
"9937",1950-03-16,0.88
"9938",1950-03-17,0.85
"9939",1950-03-18,1.1
"9940",1950-03-19,1.1
"9941",1950-03-20,1.03
"9942",1950-03-21,1.07
"9943",1950-03-22,1
"9944",1950-03-23,0.96
"9945",1950-03-24,1.03
"9946",1950-03-25,1.1
"9947",1950-03-26,1.1
"9948",1950-03-27,1
"9949",1950-03-28,1.03
"9950",1950-03-29,1.03
"9951",1950-03-30,1.28
"9952",1950-03-31,1.03
"9953",1950-04-01,0.88
"9954",1950-04-02,0.92
"9955",1950-04-03,1.19
"9956",1950-04-04,1.23
"9957",1950-04-05,1.19
"9958",1950-04-06,1.14
"9959",1950-04-07,1.14
"9960",1950-04-08,1.19
"9961",1950-04-09,1.47
"9962",1950-04-10,1.78
"9963",1950-04-11,1.38
"9964",1950-04-12,2.83
"9965",1950-04-13,6.66
"9966",1950-04-14,3.39
"9967",1950-04-15,5.37
"9968",1950-04-16,4.64
"9969",1950-04-17,3.59
"9970",1950-04-18,2.92
"9971",1950-04-19,2.49
"9972",1950-04-20,2.38
"9973",1950-04-21,2.61
"9974",1950-04-22,2.99
"9975",1950-04-23,4.48
"9976",1950-04-24,6.44
"9977",1950-04-25,5.98
"9978",1950-04-26,4.41
"9979",1950-04-27,3.8
"9980",1950-04-28,3.25
"9981",1950-04-29,2.99
"9982",1950-04-30,2.99
"9983",1950-05-01,2.99
"9984",1950-05-02,2.99
"9985",1950-05-03,3.39
"9986",1950-05-04,2.74
"9987",1950-05-05,2.49
"9988",1950-05-06,2.38
"9989",1950-05-07,3.39
"9990",1950-05-08,3.05
"9991",1950-05-09,2.74
"9992",1950-05-10,2.86
"9993",1950-05-11,2.92
"9994",1950-05-12,2.74
"9995",1950-05-13,2.61
"9996",1950-05-14,2.61
"9997",1950-05-15,2.43
"9998",1950-05-16,2.26
"9999",1950-05-17,2.49
"10000",1950-05-18,2.38
"10001",1950-05-19,2.26
"10002",1950-05-20,2.15
"10003",1950-05-21,2.2
"10004",1950-05-22,2.38
"10005",1950-05-23,2.38
"10006",1950-05-24,3.05
"10007",1950-05-25,2.26
"10008",1950-05-26,2.15
"10009",1950-05-27,2.03
"10010",1950-05-28,2.03
"10011",1950-05-29,1.76
"10012",1950-05-30,1.71
"10013",1950-05-31,1.71
"10014",1950-06-01,2.38
"10015",1950-06-02,2.03
"10016",1950-06-03,1.82
"10017",1950-06-04,1.66
"10018",1950-06-05,1.45
"10019",1950-06-06,1.5
"10020",1950-06-07,1.4
"10021",1950-06-08,1.35
"10022",1950-06-09,1.27
"10023",1950-06-10,1.23
"10024",1950-06-11,1.23
"10025",1950-06-12,1.23
"10026",1950-06-13,1.66
"10027",1950-06-14,1.71
"10028",1950-06-15,1.31
"10029",1950-06-16,3.73
"10030",1950-06-17,4.33
"10031",1950-06-18,2.74
"10032",1950-06-19,2.03
"10033",1950-06-20,1.82
"10034",1950-06-21,1.92
"10035",1950-06-22,2.43
"10036",1950-06-23,1.82
"10037",1950-06-24,1.71
"10038",1950-06-25,1.55
"10039",1950-06-26,3.65
"10040",1950-06-27,2.15
"10041",1950-06-28,1.71
"10042",1950-06-29,1.5
"10043",1950-06-30,1.35
"10044",1950-07-01,1.35
"10045",1950-07-02,1.31
"10046",1950-07-03,1.14
"10047",1950-07-04,1.1
"10048",1950-07-05,1.01
"10049",1950-07-06,1.01
"10050",1950-07-07,0.8
"10051",1950-07-08,0.87
"10052",1950-07-09,0.8
"10053",1950-07-10,0.84
"10054",1950-07-11,0.71
"10055",1950-07-12,0.74
"10056",1950-07-13,0.71
"10057",1950-07-14,0.8
"10058",1950-07-15,0.97
"10059",1950-07-16,0.84
"10060",1950-07-17,0.8
"10061",1950-07-18,0.74
"10062",1950-07-19,0.74
"10063",1950-07-20,0.71
"10064",1950-07-21,0.74
"10065",1950-07-22,0.71
"10066",1950-07-23,0.71
"10067",1950-07-24,0.87
"10068",1950-07-25,0.67
"10069",1950-07-26,0.77
"10070",1950-07-27,0.84
"10071",1950-07-28,0.8
"10072",1950-07-29,0.87
"10073",1950-07-30,0.84
"10074",1950-07-31,0.77
"10075",1950-08-01,1.31
"10076",1950-08-02,4.28
"10077",1950-08-03,2.99
"10078",1950-08-04,3.52
"10079",1950-08-05,1.87
"10080",1950-08-06,1.23
"10081",1950-08-07,1.27
"10082",1950-08-08,2.67
"10083",1950-08-09,1.55
"10084",1950-08-10,2.51
"10085",1950-08-11,2.38
"10086",1950-08-12,1.45
"10087",1950-08-13,1.27
"10088",1950-08-14,1.06
"10089",1950-08-15,1.23
"10090",1950-08-16,1.14
"10091",1950-08-17,1.01
"10092",1950-08-18,1.27
"10093",1950-08-19,1.06
"10094",1950-08-20,0.97
"10095",1950-08-21,0.9
"10096",1950-08-22,0.84
"10097",1950-08-23,0.77
"10098",1950-08-24,0.84
"10099",1950-08-25,0.93
"10100",1950-08-26,2.09
"10101",1950-08-27,7.45
"10102",1950-08-28,2.74
"10103",1950-08-29,1.97
"10104",1950-08-30,1.61
"10105",1950-08-31,2.27
"10106",1950-09-01,12.7
"10107",1950-09-02,14.3
"10108",1950-09-03,5.63
"10109",1950-09-04,4.41
"10110",1950-09-05,3.25
"10111",1950-09-06,3.66
"10112",1950-09-07,4.26
"10113",1950-09-08,3.52
"10114",1950-09-09,2.86
"10115",1950-09-10,2.43
"10116",1950-09-11,2.15
"10117",1950-09-12,1.92
"10118",1950-09-13,1.82
"10119",1950-09-14,1.87
"10120",1950-09-15,2.15
"10121",1950-09-16,2.38
"10122",1950-09-17,1.66
"10123",1950-09-18,1.5
"10124",1950-09-19,1.4
"10125",1950-09-20,1.4
"10126",1950-09-21,1.92
"10127",1950-09-22,2.67
"10128",1950-09-23,1.92
"10129",1950-09-24,1.55
"10130",1950-09-25,1.5
"10131",1950-09-26,2.8
"10132",1950-09-27,3.11
"10133",1950-09-28,2.26
"10134",1950-09-29,1.97
"10135",1950-09-30,1.82
"10136",1950-10-01,1.71
"10137",1950-10-02,1.61
"10138",1950-10-03,1.45
"10139",1950-10-04,1.35
"10140",1950-10-05,1.31
"10141",1950-10-06,1.27
"10142",1950-10-07,1.23
"10143",1950-10-08,1.14
"10144",1950-10-09,1.18
"10145",1950-10-10,1.35
"10146",1950-10-11,1.82
"10147",1950-10-12,1.4
"10148",1950-10-13,1.31
"10149",1950-10-14,1.23
"10150",1950-10-15,1.06
"10151",1950-10-16,1.18
"10152",1950-10-17,1.18
"10153",1950-10-18,1.14
"10154",1950-10-19,1.14
"10155",1950-10-20,1.1
"10156",1950-10-21,1.1
"10157",1950-10-22,1.06
"10158",1950-10-23,1.01
"10159",1950-10-24,0.97
"10160",1950-10-25,0.93
"10161",1950-10-26,0.97
"10162",1950-10-27,0.97
"10163",1950-10-28,0.93
"10164",1950-10-29,0.9
"10165",1950-10-30,0.84
"10166",1950-10-31,0.87
"10167",1950-11-01,0.84
"10168",1950-11-02,0.87
"10169",1950-11-03,2.55
"10170",1950-11-04,3.39
"10171",1950-11-05,2.38
"10172",1950-11-06,1.71
"10173",1950-11-07,1.5
"10174",1950-11-08,1.31
"10175",1950-11-09,1.27
"10176",1950-11-10,1.35
"10177",1950-11-11,2.43
"10178",1950-11-12,5.75
"10179",1950-11-13,4.1
"10180",1950-11-14,8.84
"10181",1950-11-15,7.02
"10182",1950-11-16,5.99
"10183",1950-11-17,25.1
"10184",1950-11-18,10.4
"10185",1950-11-19,6.07
"10186",1950-11-20,5.37
"10187",1950-11-21,4.56
"10188",1950-11-22,4.1
"10189",1950-11-23,4.41
"10190",1950-11-24,3.87
"10191",1950-11-25,7.3
"10192",1950-11-26,20.2
"10193",1950-11-27,12.5
"10194",1950-11-28,8.28
"10195",1950-11-29,8.28
"10196",1950-11-30,8.17
"10197",1950-12-01,5.89
"10198",1950-12-02,5.21
"10199",1950-12-03,6.99
"10200",1950-12-04,6.92
"10201",1950-12-05,5.13
"10202",1950-12-06,4.33
"10203",1950-12-07,3.8
"10204",1950-12-08,3.52
"10205",1950-12-09,3.11
"10206",1950-12-10,2.99
"10207",1950-12-11,2.8
"10208",1950-12-12,2.74
"10209",1950-12-13,2.61
"10210",1950-12-14,2.32
"10211",1950-12-15,2.26
"10212",1950-12-16,2.15
"10213",1950-12-17,2.03
"10214",1950-12-18,1.92
"10215",1950-12-19,1.92
"10216",1950-12-20,1.87
"10217",1950-12-21,1.82
"10218",1950-12-22,1.76
"10219",1950-12-23,1.61
"10220",1950-12-24,1.61
"10221",1950-12-25,1.61
"10222",1950-12-26,1.55
"10223",1950-12-27,1.5
"10224",1950-12-28,1.5
"10225",1950-12-29,1.45
"10226",1950-12-30,1.35
"10227",1950-12-31,1.31
"10228",1951-01-01,1.31
"10229",1951-01-02,1.31
"10230",1951-01-03,1.31
"10231",1951-01-04,1.23
"10232",1951-01-05,1.23
"10233",1951-01-06,1.18
"10234",1951-01-07,1.18
"10235",1951-01-08,1.23
"10236",1951-01-09,1.18
"10237",1951-01-10,1.14
"10238",1951-01-11,1.14
"10239",1951-01-12,1.18
"10240",1951-01-13,1.14
"10241",1951-01-14,1.06
"10242",1951-01-15,1.5
"10243",1951-01-16,2.49
"10244",1951-01-17,1.71
"10245",1951-01-18,5.55
"10246",1951-01-19,10.7
"10247",1951-01-20,8.29
"10248",1951-01-21,6.88
"10249",1951-01-22,4.66
"10250",1951-01-23,3.74
"10251",1951-01-24,3.24
"10252",1951-01-25,2.9
"10253",1951-01-26,2.64
"10254",1951-01-27,2.34
"10255",1951-01-28,2.28
"10256",1951-01-29,2.1
"10257",1951-01-30,2.04
"10258",1951-01-31,1.99
"10259",1951-02-01,1.88
"10260",1951-02-02,1.83
"10261",1951-02-03,1.72
"10262",1951-02-04,1.67
"10263",1951-02-05,1.72
"10264",1951-02-06,1.67
"10265",1951-02-07,1.62
"10266",1951-02-08,1.51
"10267",1951-02-09,1.51
"10268",1951-02-10,1.47
"10269",1951-02-11,1.85
"10270",1951-02-12,4.82
"10271",1951-02-13,3.52
"10272",1951-02-14,2.83
"10273",1951-02-15,2.46
"10274",1951-02-16,2.1
"10275",1951-02-17,2.1
"10276",1951-02-18,5.85
"10277",1951-02-19,5.06
"10278",1951-02-20,4.56
"10279",1951-02-21,6.67
"10280",1951-02-22,5.43
"10281",1951-02-23,4.56
"10282",1951-02-24,3.92
"10283",1951-02-25,3.54
"10284",1951-02-26,3.16
"10285",1951-02-27,2.94
"10286",1951-02-28,2.87
"10287",1951-03-01,2.66
"10288",1951-03-02,2.54
"10289",1951-03-03,2.4
"10290",1951-03-04,2.28
"10291",1951-03-05,2.22
"10292",1951-03-06,2.1
"10293",1951-03-07,2
"10294",1951-03-08,1.94
"10295",1951-03-09,1.94
"10296",1951-03-10,1.89
"10297",1951-03-11,1.83
"10298",1951-03-12,1.89
"10299",1951-03-13,2.1
"10300",1951-03-14,3.31
"10301",1951-03-15,2.6
"10302",1951-03-16,2.6
"10303",1951-03-17,6.1
"10304",1951-03-18,8.9
"10305",1951-03-19,6.58
"10306",1951-03-20,9.05
"10307",1951-03-21,5.92
"10308",1951-03-22,4.59
"10309",1951-03-23,4.01
"10310",1951-03-24,6.94
"10311",1951-03-25,5.48
"10312",1951-03-26,4.37
"10313",1951-03-27,4.76
"10314",1951-03-28,12.9
"10315",1951-03-29,6.88
"10316",1951-03-30,5.07
"10317",1951-03-31,4.26
"10318",1951-04-01,3.74
"10319",1951-04-02,3.37
"10320",1951-04-03,3.1
"10321",1951-04-04,2.83
"10322",1951-04-05,2.76
"10323",1951-04-06,2.83
"10324",1951-04-07,3.59
"10325",1951-04-08,4.02
"10326",1951-04-09,3.1
"10327",1951-04-10,4.42
"10328",1951-04-11,3.44
"10329",1951-04-12,2.83
"10330",1951-04-13,2.76
"10331",1951-04-14,2.7
"10332",1951-04-15,2.4
"10333",1951-04-16,2.34
"10334",1951-04-17,2.83
"10335",1951-04-18,2.83
"10336",1951-04-19,3.24
"10337",1951-04-20,3.37
"10338",1951-04-21,4.42
"10339",1951-04-22,3.66
"10340",1951-04-23,3.17
"10341",1951-04-24,3.37
"10342",1951-04-25,3.24
"10343",1951-04-26,3.17
"10344",1951-04-27,4.58
"10345",1951-04-28,3.66
"10346",1951-04-29,3.66
"10347",1951-04-30,3.95
"10348",1951-05-01,3.52
"10349",1951-05-02,3.59
"10350",1951-05-03,3.3
"10351",1951-05-04,3.52
"10352",1951-05-05,3.37
"10353",1951-05-06,3.1
"10354",1951-05-07,3.24
"10355",1951-05-08,3.95
"10356",1951-05-09,3.59
"10357",1951-05-10,8.75
"10358",1951-05-11,6.49
"10359",1951-05-12,4.5
"10360",1951-05-13,3.74
"10361",1951-05-14,3.52
"10362",1951-05-15,3.52
"10363",1951-05-16,3.44
"10364",1951-05-17,3.17
"10365",1951-05-18,2.97
"10366",1951-05-19,2.97
"10367",1951-05-20,2.83
"10368",1951-05-21,2.83
"10369",1951-05-22,3.1
"10370",1951-05-23,3.3
"10371",1951-05-24,3.37
"10372",1951-05-25,3.44
"10373",1951-05-26,3.37
"10374",1951-05-27,4.02
"10375",1951-05-28,3.81
"10376",1951-05-29,3.03
"10377",1951-05-30,2.83
"10378",1951-05-31,2.76
"10379",1951-06-01,5.65
"10380",1951-06-02,3.81
"10381",1951-06-03,4.02
"10382",1951-06-04,3.17
"10383",1951-06-05,2.97
"10384",1951-06-06,2.9
"10385",1951-06-07,2.7
"10386",1951-06-08,3.1
"10387",1951-06-09,11.2
"10388",1951-06-10,5.92
"10389",1951-06-11,3.95
"10390",1951-06-12,3.44
"10391",1951-06-13,3.44
"10392",1951-06-14,2.9
"10393",1951-06-15,2.76
"10394",1951-06-16,2.7
"10395",1951-06-17,2.58
"10396",1951-06-18,2.52
"10397",1951-06-19,2.97
"10398",1951-06-20,2.52
"10399",1951-06-21,2.22
"10400",1951-06-22,2.16
"10401",1951-06-23,2.4
"10402",1951-06-24,2.83
"10403",1951-06-25,2.4
"10404",1951-06-26,2.97
"10405",1951-06-27,2.52
"10406",1951-06-28,2.22
"10407",1951-06-29,2.46
"10408",1951-06-30,2.34
"10409",1951-07-01,2.22
"10410",1951-07-02,1.88
"10411",1951-07-03,1.83
"10412",1951-07-04,1.78
"10413",1951-07-05,1.67
"10414",1951-07-06,1.61
"10415",1951-07-07,1.56
"10416",1951-07-08,1.56
"10417",1951-07-09,1.67
"10418",1951-07-10,1.56
"10419",1951-07-11,1.56
"10420",1951-07-12,1.67
"10421",1951-07-13,1.67
"10422",1951-07-14,3.16
"10423",1951-07-15,6.3
"10424",1951-07-16,21.4
"10425",1951-07-17,11.9
"10426",1951-07-18,6.07
"10427",1951-07-19,4.26
"10428",1951-07-20,3.39
"10429",1951-07-21,2.99
"10430",1951-07-22,2.61
"10431",1951-07-23,2.61
"10432",1951-07-24,2.38
"10433",1951-07-25,2.26
"10434",1951-07-26,2.09
"10435",1951-07-27,1.92
"10436",1951-07-28,1.82
"10437",1951-07-29,1.66
"10438",1951-07-30,1.61
"10439",1951-07-31,1.55
"10440",1951-08-01,1.5
"10441",1951-08-02,1.4
"10442",1951-08-03,1.71
"10443",1951-08-04,3.12
"10444",1951-08-05,3.56
"10445",1951-08-06,1.92
"10446",1951-08-07,1.71
"10447",1951-08-08,2.38
"10448",1951-08-09,1.92
"10449",1951-08-10,2.55
"10450",1951-08-11,2.49
"10451",1951-08-12,1.82
"10452",1951-08-13,1.76
"10453",1951-08-14,2.32
"10454",1951-08-15,1.71
"10455",1951-08-16,2.26
"10456",1951-08-17,2.49
"10457",1951-08-18,2.03
"10458",1951-08-19,1.71
"10459",1951-08-20,1.5
"10460",1951-08-21,5.96
"10461",1951-08-22,7.22
"10462",1951-08-23,3.8
"10463",1951-08-24,2.86
"10464",1951-08-25,2.49
"10465",1951-08-26,2.32
"10466",1951-08-27,2.92
"10467",1951-08-28,2.43
"10468",1951-08-29,2.09
"10469",1951-08-30,1.97
"10470",1951-08-31,4.18
"10471",1951-09-01,3.95
"10472",1951-09-02,2.99
"10473",1951-09-03,2.43
"10474",1951-09-04,2.26
"10475",1951-09-05,2.09
"10476",1951-09-06,1.92
"10477",1951-09-07,1.97
"10478",1951-09-08,1.97
"10479",1951-09-09,1.66
"10480",1951-09-10,1.55
"10481",1951-09-11,1.5
"10482",1951-09-12,1.45
"10483",1951-09-13,1.4
"10484",1951-09-14,1.45
"10485",1951-09-15,1.4
"10486",1951-09-16,1.31
"10487",1951-09-17,1.31
"10488",1951-09-18,1.4
"10489",1951-09-19,1.35
"10490",1951-09-20,1.31
"10491",1951-09-21,1.27
"10492",1951-09-22,1.18
"10493",1951-09-23,1.18
"10494",1951-09-24,1.71
"10495",1951-09-25,1.4
"10496",1951-09-26,1.45
"10497",1951-09-27,1.31
"10498",1951-09-28,1.23
"10499",1951-09-29,2.74
"10500",1951-09-30,2.61
"10501",1951-10-01,1.71
